Collection_Head,Name,Text,Year,Start,End,Loc,Page_drawer,Drawer_No,Link,Coll_head,Collection,Author_Identity,Country,Continent
Parapsychological Association Records,Parapsychological Association Records,"e 2nd 70sE-F  Parapsychological Associatione  Records, 1957-1976.  3250 itemse  Parapsychology professional organization founded in 1957, Durham, NeCe  Collection consists of a general series and a publications seriese The first contains materials relating to the operation of the Association, chiefly correspondence of its governing Councile Subjects include officers!’ elections, convention planning, and relations with other parapsychological and professional organizations such as the American Association for the Advancement o@: Science (AAAS)e The publications series chiefly  NcD 21 APR 98 389891372 NDHYme SEE NEXT CRD",1957-1976,1957,1976,,192,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n192,1,10218,Org.,Unknown,Unknown
Parapsychology Laboratory Records,Parapsychology Laboratory Records,"Parapsychology Laboratorye Records, eee (Card 2) PARAPSYCHOLOGY, and papers (1957-1963) relating to Rhea White and JeGe Pratt as officers of the Parapsychological Associatione Topics include extrasensory perception, psychokinesis, displacement analysis, the Psychical Research Foundation, grants for parapsychology research, mediums, spirit survival, and the teaching of parapsychologye JeBe Rhine's correspondence with major figures in parapsychology and other fields is represented in the collectione Correspondents include Hereward Carr ington, Aldous Huxley, Julian buxtey@®, Joseph Jastrow, CeGe Jung, William McDougall; and Henry 31 AUG 90 222939969 NDHYme SEE NEXT CRD",1957-1963,1957,1963,,196,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n196,1,10219,Org.,Unknown,Unknown
"Pardee, Don Ae","Pardee, Don Ae","Pardee, Don Ae  Papers, 1862-1865.  18 itemse  Lieutenant Colonel, 42nd Regiment, Chio Infantry Volunteerse  Consists of papers of Pardee during his service with the 42nd Regiment, Ohio Infantry Volunteerse Pardee served from 1861, Septe-1864, Nove, and was granted a leave of absence during June and July of 1863, due to a chronic eye disease contracted in the Line of dutye After returning to his regiment in Auge 1863, Pardee was relieved of active duty at Baton Rouge, Lae Includes: ordnance accounts, orders, letters from officers requesting favors, appoi @ ntnent papers for Provost Marsh all and Judge of East  21 JUL 94 30803360 NDHYme SEE NEXT CRD",1862-1865,1862,1865,"42nd Regiment, Baton Rouge, Provost Marsh",200,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n200,1,10220,Male,USA,North America
"Pardee, Henry Clay","Pardee, Henry Clay","Pardee, Henry Clay Papers, 1853-1862 NewBern, Graven co., N. C,  Section A 11-11-51 17 items  GUIDE",1853-1862,1853,1862,,202,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n202,1,10221,Male,Unknown,Unknown
"Parham, Stith","Parham, Stith","e 2nd 54:D (95-031) Parham, Stithe Letters, 1779-1782. 7 itemse Methodist minister from Virginiae Seven letters to Parham from six other Methodist ministers in Virginia: Philip Gateh, Edward Dromgoole, Jesse Lee, Caleb Be Pedicords, Richard Ivy, and John Pinnere The letters discuss personal and Methodist matters and were apparently collected by Methodist historian William Wallace Bennette Unprocessed collectione Cataloged tag accession recorde tms  30 OCT 97 37869752 NDHYme SEE NEXT CRD",1779-1782,1779,1782,Virginia,204,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n204,1,10222,Unknown,USA,North America
"Pariset, Etienne","Pariset, Etienne","Pariset, Etienne (1770-1847). Papers, 1828 n. p.  Josiah C. Trent Collection in the 1 item. History of Medicine--. Div.  4-8-8680",1770-1847,1770,1847,"Pariset, Etienne",222,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n222,1,10229,Male,USA,North America
"Parker, A. J. and Benjamin J. Parker","Parker, A. J. and Benjamin J. Parker","RECON Parker, A. Je and Benjamin J. Parker  Letters and Papers. 1840-1895. Woodland, North Carolina 1 box. cab. 7&5b 187 pieces  NOV5 1933 MAY 4 1936",1840-1895,1840,1895,"Woodland, North Carolina",224,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n224,1,10230,Org.,USA,North America
"Parker, Caleb D.","Parker, Caleb D.","Parker, Caleb D, Papers, 1834-1922 Bunker Hill, Bedford Co., Va. Cab. 44 95 items and 4 vols.  6-20-61 Recatalogued, 2-21-68",1834-1922,1834,1922,"Bunker Hill, Va.",231,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n231,1,10232,Male,USA,North America
"Parker, Edward Sanders","Parker, Edward Sanders","Parker, Edward Sanderse  Papers, 1745-19394.  500 itemse  Resident of Graham, NeCe  Consists of correspondence, legal and financial paperse One of the letters, from a soldier of the 3rd Arkansas Regiment, is written from Camp Fredericksburg, Vae on Dece 16, 1862, and cencerns the Fredericksburg Campai gne Most of the other correspondence is by women in the family, especially Parker's wife and daughters, one of whom was a teacher at Oak Ridge Institute in NeCe There is also some correspondence regarding Parker's run for political office and his suppo @ =: of William Je Bryan for president e The legal papers  10 MAY 95 32452507 NDHYme SEE NEXT CRD",1745-1939,1745,1939,,234,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n234,1,10233,Male,Unknown,Unknown
"Parker, Gwendolyn M","Parker, Gwendolyn M","e 6th 19°3B, OC: VI:13 Parker, Gwendolyn Me Papers, 1967-1998 and nede 250 items. Parker is an author and memoiriste The papers of Gwendolyn Me Parker, which primarily document her writing career; span the years 1967-1998 with the majority of the papers dating from 1986-1997. They consist primarily of diaries, correspondence, clippings, writings, and other miscellaneous printed and manuscript materialse Parker's writings are well documented rt 4 several manuscript versions of her 1994 nevel, These Same Long Bones, and her 1997 memo ir, Trespassing: My Sojourn in tn@- Halls of Privilegee The Latter wo rk documents her NcD 19980923 #39920242 NDHYme SEE NEXT CRD",1967-1998,1967,1998,,238,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n238,1,10235,Female,Unknown,Unknown
"Parker, John R.","Parker, John R.","Parker, John R,  Papers, 1805-1842  Boston, Suffolk Co., Mass. Section A 53 items 3-7-62  Recataloged, 12-10-68",1805-1842,1805,1842,"Boston, Mass.",242,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n242,1,10237,Male,USA,North America
"Parker, John William","Parker, John William","Parker, John William (1792-1870) Papers, 1849-1857 London, England  18-E 2 items  1 item added, 12-15-70 2-6-68",1792-1870,1792,1870,"London, England",244,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n244,1,10238,Male,USA,North America
"Parker, Leee","Parker, Leee","Parker, Leee  Scrapbook, 1916-1921.  1 iteme  Employee of the British American Tobacco Company in Chinae  Scrapbook containing approximately 625 pictures, most of which were taken in China by Mre Parkere They document the places he visited and people he saw rather than his worke Some of the pictures have been reproduced in Parker's book, CHINA AND THE GOLDEN WEEDe Collection also contains some notes by Parker identifying some of the people and places featured in the photographse  Unprocessed collectione Cataloged fro m accession recorde  * Lbp 10 MAY 95 32452537 NDHYme SEE NEXT CRD",1916-1921,1916,1921,China,247,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n247,1,10239,Male,China,Asia
"Parker, Lizzie Nelms","Parker, Lizzie Nelms","Parker, Lizzie Nelms [?] (Smith) Papers, 1854-1888 Bladen County, N.C.  Section A 45 items  6-14-61 Recatalogued, 8-15-68",1854-1888,1854,1888,"Bladen County, N.C.",249,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n249,1,10240,Female,USA,North America
"Parker, Montgomery D.","Parker, Montgomery D.","DoNE  Parker, Montgomery De  Letters and cabinet photograph, 1846-— 1891 (bulk 1846-1849).  25 itemse  Includes four typed transcriptse  Privateer (Captain's Clerk); appointed UeSe Consul for the Cape Verde Islands in 1848-e Possibly Montgomery Davis Parker, de 1900, who was a UeSe Army officer in 1879.  Chiefly letters to Parker's father, Richard Green Parker, a teacher and textbook authore While Letters often mention his father's writing and financial: difficulties, they primarily describe a voyage on board the United States brigan tine Boxer, part of a slaving squad rone The trip, begun in 1846, incl. uded stops at  15 OCT 91 24560871 NDHYme SEE NEXT CRD",1846-1849,1846,1849,the United States,254,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n254,1,10241,Male,USA,North America
"Parker, M.S .","Parker, M.S .","Parker, M.S.  Ledger, 1869-1880  Richmond County, North Carolina 110 pp. Boards 37 x 15 cm. 48-38  Recatalogued, 1-17-66",1869-1880,1869,1880,"M.S., Richmond County, North Carolina",258,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n258,1,10242,Male,USA,North America
"Parker, Natha","Parker, Natha","Manuscript FILM  Parker, Nathan Racer  Diary of Nathan Parker, Bedford Springs, Ky. 1861-1862  _ ‘ — a4 \ i ay ar) ay! a Ds 4 i f",1861-1862,1861,1862,"Bedford Springs, Ky.",261,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n261,1,10243,Unknown,USA,North America
"Parker, Willard (","Parker, Willard (","Parker, Willard (1800-1884). Papers ,1868 New York, N. Y.  Josiah C. Trent Collection in the l item. History of Medicine--. Div.  4-8-60",1800-1884,1800,1884,New York,263,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n263,1,10245,Male,USA,North America
"Parkes, Sir Harry Smith","Parkes, Sir Harry Smith","Parkes, Sir Harry Smith Papers, 1853-1872 London, England  XVILI-E 3 items  3 items added, 2-9-68 12-13-67",1853-1872,1853,1872,"London, England",264,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n264,1,10246,Male,USA,North America
"Parkes, William","Parkes, William","Parkes, Williame  Letters and account book, 1843-18886.  52 itemse  Includes letters written by several persons including several from Parkes to his brother Thomas Parkes, both of Laurenceburg, Laurence County, Tenne Letters pertain to the Parkes's involvement in cotton, textiles, and lumber businessese Also includes letters addressed to attorney David Campbell of Franklin and Nashville, Tenne Campbell answered business questions and offered legal advice regarding the Parkes's businesse Account book titled Parkes, Perkins, and Coe 1849- 1853 include entries pertaining to@ machinery, slave expenses, and printing detailed in  27 JUN 95 32714263 NDHYme SEE NEXT CRD",1843-1888,1843,1888,"Parkes, Laurenceburg, Laurence County, Nashville",268,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n268,1,10247,Male,USA,North America
"Parkhurst, John Gibson","Parkhurst, John Gibson","Parkhurst, John Gibson Papers, 1864-1896 Chattanooga, Hamilton co., Tenn.  Section A 11-1-51 8 items  GUIDE",1864-1896,1864,1896,Tenn.,270,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n270,1,10248,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. Papers, 1870-1890 Martinsburg, Berkeley Co., W. Va.  6-21-46 2 vols.  9 vols. added, 10-1-62 (See also bound vol. cards )",1870-1890,1870,1890,W. Va.,275,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n275,1,10251,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. F- 6650 Daybook, 1878-1881 Martinsburg, Berkeley County, West Virginia  528 pp. Calf and Boards 29 x 41 cm. 10-1-1962",1878-1881,1878,1881,"Berkeley County, West Virginia",281,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n281,1,10252,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. F- 6652 Daybook, 1881-1882 Martinsburg, Berkeley County, West Virginia  530 pp. Calf and Boards 39 x 30 cm. 10-1-1962",1881-1882,1881,1882,"Berkeley County, West Virginia",282,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n282,1,10253,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. F- 6654 Daybook, 1883-1884 Martinsburg, Berkeley County, West Virginia  530 pp. Calf and Boards 28 x 38% om. 10-1-1962",1883-1884,1883,1884,"Berkeley County, West Virginia",283,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n283,1,10254,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. F- 6655 Daybook, 1884-1885 Martinsburg, Berkeley County, West Virginia  528 pp. Calf and Boards 29 x 40 cm. 10-1-1962",1884-1885,1884,1885,"Berkeley County, West Virginia",284,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n284,1,10255,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. t- 6651 Ledger, 1878-1890 Martinsburg, Berkeley County, West Virginia  505 pp. Calf and Boards 28 x 39 cm. 10-1-1962",1878-1890,1878,1890,"Berkeley County, West Virginia",285,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n285,1,10256,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","S- 3246 Parks, Alexander, Jr.  Memoranda on Masonic Rites for Lodge no. 44, 1875-76.  Martinsburg, W. Va. 12 pp. Paper 17 x 10 cn.  List of committees and initiation rites.  See John Q.A. Nadenbousch papers and 1 bound volume for further material on Alexander Parks, Jr.  GUIDE  JUN 21 46",1875-76,1875,1876,"Lodge, W. Va.",286,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n286,1,10257,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Thapel Parks, Alexander, Jr.  Receipt Book, 1882-1883. Martinsburg, W. Va.  48 pp. Paper. 7 x 15 cm.  JUN 21 46 See John Q.A. Nadenbousch papers favre and 1 bound volume for further GUIDE material on Alexander Parks, Jr.",1882-1883,1882,1883,W. Va.,287,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n287,1,10258,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. ¥- 6653 Sales Book, 1883-1884 Martinsburg, Berkeley County, West Virginia 530 pp. Calf and Boards 24 x 36 cm. 10-1-1962",1883-1884,1883,1884,"Berkeley County, West Virginia",289,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n289,1,10260,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. F- 6656 Sales Book, 1885-1887 Martinsburg, Berkeley County, West Virginia  426 pp. Calf and Boards 24 x 36 cm. ' 10-1-1962",1885-1887,1885,1887,"Berkeley County, West Virginia",290,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n290,1,10261,Male,USA,North America
"Parks, Alexander, Jr.","Parks, Alexander, Jr.","Parks, Alexander, Jr. F- 6657 Sales Book, 1887-1888 Martinsburg, Berkeley County, West Virginia  434 pp. Calf and Boards 24 x 35% cm. 10-1-1962",1887-1888,1887,1888,"Berkeley County, West Virginia",291,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n291,1,10262,Male,USA,North America
"Parks, Edward Eugenee","Parks, Edward Eugenee","Parks, Edward Eugenee  Papers, 1847-1900.  6 itemse  Resident of Dellaplane, Wilkes County, NeCe  Consists of two ledgers, one voter registration book, and three miscellaneous itemse  Unprocessed collectione Cataloged from accession recorde  * Lbp  1e Voter registration-——North Carolina--1Sth centurye 2- Wilkes County (NeCe )——-Politics and governmente  10 MAY 95 32452520 NDHYme",1847-1900,1847,1900,Wilkes County,292,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n292,1,10263,Male,USA,North America
"Parks, Enos T","Parks, Enos T","Parks, Enos T,  Papers, 1840-1855  Tunkhannock, Wyoming Co., Pa.  Section A 8 items 5-7-62",1840-1855,1840,1855,Pa.,296,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n296,1,10265,Male,USA,North America
"Parks, Mary Ce","Parks, Mary Ce","Parks, Mary Ce, fle 18276  Journals, 1827-1878-  4 itemse  Journals (1827-July-1832 Jane 20) in the form of diary entries and extracts from letters, written principally while the author was travelling with family and friends in France, Switzerland, and Germany between July and October, 18276 The bulk of the entries are written from Paris and include an account of a meeting with a group of Osage Indians that were visiting theree Other entries describe the local Landscape, history, folklore, and customs of the various places visitede There are numerous colo r and pencil drawings that illustra te the texte Also includes one letter (1878 Octe 10)  25 MAR 87 15363868 NDHYme SEE NEXT CRD",1827-1878,1827,1878,"France, Switzerland, Germany, Paris",298,208,https://archive.org/details/rubensteinmanuscriptcatalog_P_to_Peo/page/n298,1,10266,Female,France,Europe
